क्र.सं.,जिल्ला,प्रतिनिधि सभा निर्वाचन क्षेत्र,राजनीतिक दल / स्वतन्त्र,उम्मेदवारको नाम,उमेर,लिङ्ग
1983,रौतहट,4,प्रगतिशील लोकतान्त्रिक पार्टी,सत्य नारायण भगत बीन,56,पुरुष
1984,रौतहट,4,संयुक्त नागरिक पार्टी,केशव राई,41,पुरुष
1985,रौतहट,4,श्रम संस्कृति पार्टी,नवराज अर्याल,53,पुरुष
1986,रौतहट,4,नेपाल कम्युनिस्ट पार्टी (माओवादी),किशोरी सहनी,45,पुरुष
1987,रौतहट,4,उज्यालो नेपाल पार्टी,तुलसी राज गिरी,53,पुरुष
1988,रौतहट,4,स्वतन्त्र,अन्जु चौधरी,37,महिला
1989,रौतहट,4,स्वतन्त्र,गौतम कुमार साह,35,पुरुष
1990,रौतहट,4,स्वतन्त्र,सुजिता कुमारी गौतम,41,महिला
1991,रौतहट,4,स्वतन्त्र,कुसुम खातुन,50,महिला
1992,रौतहट,4,स्वतन्त्र,जाहाना खातुन,37,महिला
1993,रौतहट,4,स्वतन्त्र,लक्ष्मीनिया चौधरी,49,महिला
1994,रौतहट,4,स्वतन्त्र,मुक्ति नारायण चौधरी,45,पुरुष
1995,रौतहट,4,स्वतन्त्र,समसुन खातुन,41,महिला
1996,रौतहट,4,स्वतन्त्र,चन्द्रिका लाल साह,30,पुरुष
1997,रौतहट,4,स्वतन्त्र,उमेश दाहाल,33,पुरुष
1998,रौतहट,4,स्वतन्त्र,समिर बाबु कार्की,44,पुरुष
1999,रौतहट,4,स्वतन्त्र,किरण कुमार काफले,42,पुरुष
2000,रौतहट,4,स्वतन्त्र,प्रेम कुमारी त्रिपाठी,30,महिला
2001,रौतहट,4,स्वतन्त्र,पवन कुमार चौधरी,37,पुरुष
2002,रौतहट,4,स्वतन्त्र,विन्दा लाल साह,68,पुरुष
2003,रौतहट,4,स्वतन्त्र,हरिहर मुखिया बिन,68,पुरुष
2004,रौतहट,4,स्वतन्त्र,सोम प्रसाद तिमलसीना,38,पुरुष
2005,रौतहट,4,स्वतन्त्र,जितेन्द्र प्रसाद बीन,31,पुरुष
2006,रौतहट,4,स्वतन्त्र,बैजु प्रसाद पटेल,51,पुरुष
2007,रौतहट,4,स्वतन्त्र,सुरेन्द्र प्रसाद पटेल,45,पुरुष
2008,बारा,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),अच्युत प्रसाद मैनाली,60,पुरुष
2009,बारा,1,नेपाली काँग्रेस,शम्भु बहादुर बुढाथोकी,52,पुरुष
2010,बारा,1,राष्ट्रिय प्रजातन्त्र पार्टी,लक्ष्मी प्रसाद सा कलवार,61,पुरुष
2011,बारा,1,मंगोल नेशनल अर्गनाइजेसन,सुक दोर्जे गोले,38,पुरुष
2012,बारा,1,जनमत पार्टी,कमरुल्लाह अंसारी,47,पुरुष
2013,बारा,1,"जनता समाजवादी पार्टी, नेपाल",रामवावु प्रसाद यादव,52,पुरुष
2014,बारा,1,राष्ट्रिय स्वतन्त्र पार्टी,गणेश धिमाल,43,पुरुष
2015,बारा,1,आम जनता पार्टी(एकल चुनाव चिन्ह),बिजय यादव,36,पुरुष
2016,बारा,1,नेपाली कम्युनिष्ट पार्टी,सन्तोष दंगाल,40,पुरुष
2017,बारा,1,प्रगतिशील लोकतान्त्रिक पार्टी,हमिद मंसुरी,52,पुरुष
2018,बारा,1,श्रम संस्कृति पार्टी,भुलावन कुमार पासवान,35,पुरुष
2019,बारा,1,उज्यालो नेपाल पार्टी,अनवर अंसारी,54,पुरुष
2020,बारा,1,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",भूवन प्रसाद चौधरी,57,पुरुष
2021,बारा,1,स्वतन्त्र,जय किशोर पाण्डेय,39,पुरुष
2022,बारा,1,स्वतन्त्र,सीमा कुमारी तिमिल्सेना,45,महिला
